titre,auteur,isbn,domaine,description,image_url,url_detail
Génie civil et voirie,DIANE LEMIEUX,978-2-550-70923-7,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=459
Modélisation des anisotropies mécaniques induites par la fissuration du béton,Alain Sellier  & Benoît Bary,,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=457
Influence des traitements thermiques sur les comportements hydraulique et mécanique d’un calcaire,"Maxime Lion, Frédéric Skoczylas",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=456
Étude du couplage hydraulique-mécanique dans le béton endommagé: application au calcul de barrages,Benoît Bary & Eric Bourdarot,,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=455
Propriétés mécaniques et perméabilités résiduelles de bétons exposés à une température élevée,"Mulumba Kanema, Albert Noumowé, Jean-Louis Gallias & Richard Cabrillac",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=448
Approche micromécanique de matériaux granulaires cohésifs en génie civil,"Jean-Yves Delenne, Moulay Saïd El Youssoufi & Jean-Claude Bénet",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=447
Protection des ouvrages de génie civil,Heinz Kneubühler,3-905234-32-7,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=445
ANALYSE DES STRUCTURES  ET MILIEUX CONTINUS,"François Frey, Marc-André Studer",2-88074-516-0,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=444
SCIENCE  DES MATÉRIAUX,Michel Dupeux,2 10 005458 9,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=442
LA DURABILITÉ DES BÉTONS,Jean-Pierre OLLIVIER et Angélique VICHOT,-,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=441
Méthode  des éléments finis. Approche pratique  en mécanique des structures,Michel Cazenave,978-2-10-055065-4,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=438
Analyse tridimensionnelle d'une structure portique-radier sur un sol non linéaire,Verya Nasri & Jean-Pierre Magnan,,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=433
Conception des réseaux d'assainissement,Xia Zhenyu & Blanpain Olivier,,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=432
Fiabilité des murs de contreventement en maçonnerie,"Jorge I. Cruz-Diaz, Alain Sellier, Bruno Capra, Patrick Delmotte  & Ahmed Mebarki",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=431
Approches de l'analyse de risques en génie civil Exemple des barrages,"Laurent Peyras, Daniel Boissier & Paul Royet",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=430
Modélisation par éléments finis de structures coques en béton armé,"Jean-Michel Bergheau, Patrick Saillard, Hervé Floch, Jean-Yves Sablon",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=429
Modélisation du comportement non linéaire des structures en béton armé,"Salah Khalfallah, Abdelhamid Charif  & Mohamed Guenfoud",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=428
Différentes approches pour la formulation des bétons autoplaçants,Philippe Turcry & Ahmed Loukili,,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=427
Qu'est-ce qu'un coefficient de sécurité en génie civil ?,Jean-Bernard Kovarik,,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=426
Modèle de plasticité et d'endommagement pour le comportement du béton,Ludovic Jason,,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=425
Détermination de la tension des câbles à partir des fréquences de vibration,"Dominique Siegert, Marta Magdalena Choinska, Pierre Brevet, Daniel Bruhat & François Toutlemonde",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=424
Comportement d'une dalle pare-blocs structurellement dissipante,Fabien Delhomme,,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=423
Etude de l'arrachement de renforts synthétiques dans une matrice cimentaire,"Vincent Langlois, Richard Cabrillac, Bruno Fiorio, Anne-Lise Beaucour  & Daniel Gouvenot",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=422
Modèle d’atténuation sismique : prédiction probabiliste des pics d’accélération,Ahmed Mebarki,,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=421
Calcul non linéaire du béton armé et précontraint,"Amar Bouberguig, StCphane Rossier, Renaud Favre, Hazem Charif",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=420
Calcul dynamique de structures en bois fondé sur les comportements des assemblages,"Nicolas Richard, Laurent Daudeville & Motoï Yasumura",,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=419
Construction mécanique,-,-,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=333
Formulaire de mécanique Pièces de constructions,Y. Qian — Z. Xiong — D. Picard,978-2-212-12045-5.,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=312
DICTIONARY OF BUILDING AND CIVIL ENGINEERING DICTIONNAIRE DU BÂTIMENT ET DU GÉNIE CIVIL,Don Montague,0-203-78367-0,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=168
Construction métallique. Notions fondamentales et méthodes de dimensionnement,Manfred A. Hirt et Rolf Bze,-,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=161
Ouvrage en béton armé. Technologie du bâtiment gros oeuvre,H. Renaud et F. Letertre,-,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=158
Béton armé. Guide calcul,H. Renaud et J. Lamirault,-,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=156
Exercices et Problèmes de mécaniques des solides et des structures,Yves Gourinat,978-2-10-057122-2,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=153
MODÉLISATION DE LA LIAISON ACIER-BÉTON   DANS LE CALCUL DE STRUCTURES EN BÉTON ARMÉ,Chetra MANG,-,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=149
Calcul des structures en béton.  Guide d'application,Jean-Marie Paillé,978-2-12-465435-2,Sciences et technologie,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=147
Méthode des éléments finis: Approche pratique en mécanique des structures,Michel Cazenave,978-2-10-055065-4,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3084
The Automobile Revolution: Towards a New Electro-Mobility Paradigm,Danielle Attias,978-3-319-45838-0,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2959
Automobile Electrical and Electronic Systems,Denton T.,,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2958
The Intelligent Safety of Automobile,"Jianqiang Wang, Bingbing Nie, Hong Wang",978-981-99-6399-7,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2957
The Internet of Mechanical Things: The IoT Framework for Mechanical Engineers,"Sami Salama Hussen Hajjaj, Kisheen Rao Gsangaya",9781003218395,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2938
Materials Engineering and Mechanical Automation,Guohui Yang,,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2923
Engineering Creative Design in Robotics and Mechatronics,"Maki K. Habib, Maki K. Habib, J. Paulo Davim",978-1-4666-4226-3,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2922
Vehicle Dynamics and Control,Rajesh Rajamani,978-1-4614-1433-9,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2920
Servo Motors and Industrial Control Theory,Riazollah Firoozian,978-0-387-85460-1,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2919
Fundamentals of Mechanical Vibration,S. Graham Kelly,,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2918
Mechanical Engineer's Handbook,"Dan B. Marghitu, J. David Irwin",0-12-471370-X,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2914
Applications de la Mécanique Quantique. De l’atome au solide,Claude ASLANGUL,-,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1955
Ventilation mécanique  contrôlée dans le résidentiel,"An ne-Marie Bernard, Valérie Leprince",978-2-86891-590-0,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1954
Mécanique Classique II,P. Amiot et L. Marleau,-,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1953
Mécanique du solide. Applications industrielles,"P. Agati, Y. Brémont, G. Delville",2 10 003223 6,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1950
Mécanique céleste et contrôle des véhicules spatiaux,"Bernard Bonnard, Ludovic Faubourg, Emmanuel Trelat",978-3-540-28373-7,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1944
COMPRENDRE LA MECANIQUE,Jean-Pierre Romagnan,978-2-7598-0661-4,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1942
"Effet des traitements thermiques sur le couplage de la stabilité de la phase Al3Zr dans la matrice Al et la variation de la micro dureté de l’alliage Al-Zr à 9,6 % en poids de Zr","H. A .BENHORMA, B .BENHABIB, S.BENARRACHE & O. ALLAOUI",,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1858
Étude des caractéristiques mécaniques des conduites en PRV sous l’effet des Sulfates des eaux usées,"M. A. Boumehraz, M. Mellas, B. Baali, F. Boucetta",,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1857
"Automotive Engineering Lightweight, Functional, and Novel Materials","CANTOR Brain, Patrick Grant, Colin Johnston",,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1856
AIDE-MÉMOIRE MÉCANIQUE DES STRUCTURES,"Arnaud Delaplace, Fabrice Gatuingt et Frédéric Ragueneau",978-2-10-053958-1,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1158
MECANIQUE D'ENTRETIEN INDUSTRIELLE,Gilles boldue,2-550-23065-5,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=544
"MECANIQUE MECANIQUE  DU POINT MATERIEL DU POINT MATERIEL  RECUEIL D’EXERCICES  avec  RAPPELS DE COURS  première année SM, MI, ST, STU","LOUAIL Layachi, ROUMILI Abdelkrim, MAOUCHE Djamel, MOSBAH AmmarHE Djamel,",978. 9961.0.1898.9,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=543
EXERCICES CORRIGES  DE  MECANIQUE,HUGUES SILA,-,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=533
"lexique des termes technique en maintenance et mécanique industrielle, électromécanique, ingénierie",-,-,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=486
physique mécanique,André ARÈS et Jules MARCOUX,-,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=485
mécanique quantique 3. corrigés détaillés et commentés des exercices et problèmes,Claude Aslangul,978-2-8041-0788-8,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=477
Contributions `a la modélisation simplifiée de la mécanique des contacts roulants,"Luc Chevalier, Sylvain Cloupet et Anissa Eddhahak-Ouni",,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=458
Problèmes actuels en mécanique dans le domaine ferroviaire : vers l’omniprésence du non-linéaire et du stochastique,Pierre-Etienne Gautier,,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=454
Effets des d´efauts de soudure aluminothermique sur le comportement m´ecanique des rail,"Ilias Mouallif, Abdelkrim Chouaf, Abdelhamid El amri et Abdelkader Benali",,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=453
Comportement mécanique et rupture de milieux granulaires cohésifs,"Jean-Yves Delenne, Moulay Saïd el Youssoufi, Jean-Claude Bénet",,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=452
Analyse des champs mécaniques au voisinage d’une fissure mobile dans un milieu viscoélastique : le problème de Hui et Riedel revisité par une méthode de développements asymptotiques raccordés,"Radhi Abdelmoula, Gilles Debruyne",,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=449
Mécanique appliquée,"P. Agati, N. Mattera",2 10 003217 8,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=439
"Traité Génie Mécanique. Conception et Dessin, Assemblages, Butées et Usure",-,-,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=436
Traité Génie Mécanique. Résistance des Matériaux Appliquée,-,-,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=435
Traité Génie Mécanique. Formage des Plastiques. Métallurgie des Poudres. Soudage,-,,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=434
Mécanique quantique. Atomes et noyaux Applications technologiques,"Jean Hladik, Michel Chrysos, Pierre-Emmanuel Hladik, Lorenzo Ugo Ancarani",978-2-10-053979-6,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=283
MÉCANIQUE  QUANTIQUE.Tome II,"CLAUDE COHEN-TANNOUDJI,  BERNARD DIU et FRANCK LALOË",978-2-271-12504-0,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=280
MÉCANIQUE QUANTIQUE. TOME I,"CLAUDE COHEN-TANNOUDJI,  BERNARD DIU,  FRANCK LALOË",978-2-271-12500-2,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=277
MÉCANIQUE  DES FLUIDES,"Sakir Amiroudine, Jean-Luc Battaglia",978-2-10-056922-9,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=171
Systèmes mécaniques. Théorie et dimensionnement,"Michel Aublin, René Boncompain, Michel Boulaton, Emile Jeay, Bernard Lacage, Jacky Réa",2 10 001051 4,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=157
Guide du calcul en mécanique. Pour maîtrise la performance des systèmes industriels,D. Spenlé et R. Gourhant,2.01.16.7585.5,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=155
Mécanique appliquée  et conception mécanique,GUNT,-,Mécanique,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=154
Dessin technique,Y. Barbey,2.01.005495.A,Dessin,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=568
DESSIN INDUSTRIEL,I. ZIDANE,-,Dessin,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=567
dessin anime et animation des films d'amateurs,PAUL MONTEL,-,Dessin,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=389
Dessiner en perspective,J-M PARRAMON,2-295-00030-0,Dessin,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=313
Guide du dessinateur industriel,ndré Chevalier,-,Dessin,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=310
"Dessin technique  et lecture de plan. Principes, Exercices",.Jean-Pierre Gousset,,Dessin,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=160
UNE ECOLE DES RELATIONS,Philippe Descola,978-2-271-12775-4,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4042
SCHOPENHAUER,CHRISTOPHE BOURIAU,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4036
READING HEGEL the introductions,G. W. F. Hegel,9780980544015,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4035
Par delà de bien et le mal,Friedrich Nietzsche,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4034
Ou va le monde,Edgar Morin,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4033
L'œil vivant,"Corneille, Racine, La Bruyère, Rousseau, Stendhal",978207075458,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4031
L'homme et la mort,Edgar Morin,978-2-02-124534-9,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4030
Les sept savoirs nécessaires à l’éducation du futur,Edgar Morin,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4029
L'épistémologie,HERVE BARREAU,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4027
Leçons d’un siècle de vie,Edgar Morin,9782207163078,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4026
LE RATIONALISME APPLIQUE,GASTON BACHELARD,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4025
Le paradigme perdu: la nature humaine,Edgar Morin,978-2-02-115818-2,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4024
Le gai savoir,Friedrich Nietzsche,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4022
L'art de vieillir,Senilia,978-2-7436-6081-9,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4021
LA TERRE ET LES RÊVERIES DE LA VOLONTÉ,Gaston Bachelard,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4017
La relation critique,Jean Starobinski,9782070761296,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4016
La philosophie universitaire,Arthur Schopenhauer,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4015
"La fin du monde, voilà le salut",Arthur Schopenhauer,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4014
Journal 1992-2010,EDGAR MORIN,2-02-021735-X,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4013
Rousseau,Raymond Trousson,9782070437399,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4012
GENEALOGIE DE LA MORALE,Nietzsche Friedrich,978-2-08-070754-3,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4010
The Complete Works of FRIEDRICH NIETZSCHE,FRIEDRICH NIETZSCHE,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4005
Collected Works of Jean-Jacques Rousseau,Jean-Jacques Rousseau,978 1 78656 089 6,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4004
ACTION ET REACTION,JEAN STAROBINSKI,978-2-02-106859-7,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3998
ACCUSER ET SÉDUIRE,JEAN STAROBINSKI,9782070137756,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3996
VERS UNE DEFINITION DE LA PHILOSOPHIE,Martin Heidegger,978-2-02-121912-8,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3989
Ainsi Parlait Zarathoustra,Friedrich Wilhelm Nietzsche,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3984
Philosophy of Nature,Georg Wilhelm Friedrich Hegel,0-19-917267-0,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3983
Héraclite. Séminaire du semestre d'hiver 1966-1967,Martin Heidegger. Eugen Fink,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3981
Introduction a la metaphysique,Martin Heidegger,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3980
"ScepticiSme et religion conStanteS et évolutionS, de la philoSophie helléniStique à la philoSophie médiévale",Anne-Isabelle Bouton-touBoulic et Carlos lévy,978-2-503-56545-3,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3961
Philosophy of Nature,Paul Feyerabend,978-0-7456-9383-5,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3955
Philosophie morale,Vladimir Jankélévitch,9782081473270,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3954
PHILOSOPHIE DE LA NATURE,PAUL FEYERABEND,978-2-02-118739-7,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3953
"Melanges de philosophie, de morale et de politique",Voltaire,978-2-7436-4907-4,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3950
MASSAGE DU VENTRE,Noémie Gélinas,78-2-7619-4585-1,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3949
L’UTILITARISME: le bonheur digne de l'homme,John Stuart Mill,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3948
L'ESPRIT DE LA PHILOSOPHIE MÉDIÉVALE,ETIENNE GILSON,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3946
Les quatre livres de philosophie morale et politique de la Chine,Confucius and Mencius,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3945
LE MARXISME ET L'INDIVIDU,ADAM SCHAFF,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3939
Aristotle's Ethics and Medieval Philosophy: Moral Goodness and Practical Wisdom,ANTHONY J. CELANO,978- l-107-13485-0,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3901
An introduction to moral philosophy,Jonathan Wolff,9780393923599,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3900
Philosophie,"Philippe Solal, Pierre-Jean Dessertine",2.01.18.0314.4,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3896
Dictionnaire d'éthique et de philosophie morale Monique,Monique Canto-Sperber,2 13 053828 2,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3895
Syllogismes de l’amertume,Cioran,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3800
Méditations métaphysiques,René Descartes,78-2-0812-6536-3,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3797
Qu’est-ce que le bien des écosystèmes ?  Fondements philosophiques des notions de fonction écologique et  de santé écosystémique,Antoine Corriveau-Dussault,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3661
La République,Platón,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3657
Léviathan,Thomas Hobbes,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3656
Au-delà du Pont L’histoire d’une seconde chance et d’un amour à construire,Kevin Musin,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3615
La genèse du langage et des langues,Jacques François,978-2-36106-461,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3554
La morale,Nicolas Journet,9782361060916,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3551
"Philosophie, éthique et politique. Entretiens et dialogues",Paul Ricoeur,978-2-02-135333-4,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3550
De Léthique à la Justice,Ernst Wolff,978-1-4020-6122-6,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3549
Philosophies de la connaissance,Robert Nadeau,978-2-7606-3661-3,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3548
Bioethique  Methode et complexite,Ghislaine Cleret de Langavant,,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3547
Shaba Deux Les Carnets de Mère Marie Gertrude,V.Y Mudimbe,2-7087-0533-4,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3534
Les corps glorieux des mots et des êtres,V.Y. Mudimbe,2-7087-0582-2,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3533
Between Tides (Entre Les Eaux),V.Y. Mudimbe,0-67173858-5,Sciences humaines (Philosophie),,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3532
