titre,auteur,isbn,domaine,description,image_url,url_detail
Solar-Powered Deep Learning-Based Recognition System of Daily Used Objects and Human Faces for Assistance of the Visually Impaired,"Calabrese Bernardo, VelÃ¡zquez Ramiro, Del-Valle-Soto Carolina de Fazio, Roberto, Giannoccaro Nicola Ivan, Visconti Paolo",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=926
Compact deep learned feature-based face recognition for Visual Internet of Things,"Oh Seon Ho, Kim Geon-Woo, Lim Kyung-Soo",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=925
Open Set Face Recognition with Deep Transfer Learning and Extreme Value Statistics,"Xie Hao, Du Yunyan, Yu Huapeng, Chang Yongxin, Xu Zhiyong, Tang Yuanyan",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=924
A review of face recognition methods using deep learning network,"Dubey Arun Kumar, Jain Vanita",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=923
"Predicting Internet risks: a longitudinal panel study of gratifications-sought, Internet addiction symptoms, and social media use among children and adolescents",Leung Louis,,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=839
"Data quality for data science, predictive analytics, and big data in supply chain management: An introduction to the problem and suggestions for research and applications","Hazen Benjamin T., Boone Christopher A., Ezell Jeremy D., Jones-Farmer L. Allison",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=838
MACHINE LEARNING MODELS FOR PREDICTING SHELF LIFE OF PROCESSED CHEESE,"SUMIT GOYAL, GYANENDRA GOYAL",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=837
Financial News Predicts Stock Market Volatility Better Than Close Price,"Atkins Adam, Niranjan Mahesan, Gerding Enrico",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=836
Comparing students’ self-discipline and self-regulation measures and their prediction of academic achievement,"Zimmerman Barry J., Kitsantas Anastasia",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=835
"Insecure Attachment Predicts History of Divorce, Marriage, and Current Relationship Status","McNelis Melissa, Segrin Chris",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=834
Machine Learning for Predictive Maintenance: A Multiple Classifier Approach,"Susto Gian Antonio, Schirru Andrea, Pampuri Simone, McLoone Sean, Beghi Alessandro",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=833
Predicting stock market index using fusion of machine learning techniques,"Patel Jigar, Shah Sahil, Thakkar Priyank, Kotecha K.",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=832
Predicting Stock Price Trend Using MACD Optimized by Historical Volatility,"Wang Jian, Kim Junseok",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=831
Development of HEV Engine Start-Shock Prediction Technique Combining Motor Generator System Control and Multi-Body Dynamics (MBD) Models,"Sugimura Hiroshi, Takeda Masaya, Takei Masayuki, Yamaoka Hiroo, Ogata Takanori",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=830
Machine learning approaches for crop yield prediction and nitrogen status estimation in precision agriculture: A review,"Chlingaryan Anna, Sukkarieh Salah, Whelan Brett",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=829
"Data Science, Predictive Analytics, and Big Data in Supply Chain Management: Current State and Future Potential","Schoenherr Tobias, Speier-Pero Cheri",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=828
Big Data and Machine Learning in Quantitative Investment || Deep Learning in Finance: Prediction of Stock Returns with Long Short-Term Memory Networks,Guida Tony,,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=827
Financial Analysis: Stock Market Prediction Using Deep Learning Algorithms,"Arora Naman, M, Parimala",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=826
Predicting the impacts of epidemic outbreaks on global supply chains: A simulation-based analysis on the coronavirus outbreak (COVID-19/SARS-CoV-2) case,Ivanov Dmitry,,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=825
Turing à la Plage - L'intelligence artificielle dans un transat,"Rachid Guerraoui, Lê Nguyên Hoang",2100795554,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=824
Homme versus machine. L'intelligence artificielle démystifiée,Geertrui Mieke De Ketelaere,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=823
Apprentissage machine  de la théorie à la pratique,Massih·Reza AMINI,97&-2-212-13800-9,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=822
Optimisation combinatoire Théorie et algorithmes,Bernhard Korte & Jens Vygen,978-2-287-99036-6,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=821
Apprentissage artificiel,Antoine Cornuéjols • Laurent Miclet,2-212-11020-0,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=820
Manuel d'intelligence artificielle,Louis Frécon & Okba Kazar,78-2-88074-819-7,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=819
L’INTELLIGENCE ARTIFICIELLE N’EXISTE PAS,LUC JULIA,9782412046746,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=818
La guerre des intelligences. Intelligence Artificielle versus Intelligence Humaine,Dr Laurent Alexandre,978-2-7096-6093-8,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=816
RESEAUX DE NEURONES EN TRAITEMENT D’IMAGES - Des Modèles théoriques aux Applications Industrielles -,Gilles Burel,,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=484
Contribution à la surveillance des systèmes de production à l’aide des réseaux de neurones dynamiques : Application à la e-maintenance,Ryad Zemouri,,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=483
Utilisation des réseaux de neurones pour la reconnaissance de scènes complexes simulation d'un système visuel comprenant plusieurs aires corticales,"Philippe GAUSSIER, Jean-Pierre COCQUEREZ",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=482
RESEAUX DE NEURONES ´ GIF-21140 et GIF-64326,Marc Parizeau,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=481
OPTIMISATION DE RÉSEAUX DE NEURONES POUR LA RECONNAISSANCE DE  CHIFFRES MANUSCRITS ISOLÉS: SÉLECTION ET PONDÉRATION DES  PRIMITIVES PAR ALGORITHMES GÉNÉTIQUES,NADIA BENAHMED,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=478
INTRODUCTION AUX  RESEAUX DE NEURONES,Gérald PETITJEAN,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=476
LES RÉSEAUX DE NEURONES,G. DREYFUS,,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=474
Introduction à l’apprentissage automatique,Frédéric SUR,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=473
L’apprentissage profond avec Python,FRANÇOIS CHOLLET,978-2-491674-00-7,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=472
Mastering Machine  Learning with  Python in Six Steps,Manohar Swamynathan,978-1-4842-2866-1,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=465
Machine Learning. Step-by-Step Guide To Implement Machine Learning Algorithms with Python,Rudolph Russell,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=464
les cahiers LYSIAS,Adrien BASDEVANT,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=306
logique pour l'informatique et pour l'intelligence artificielle,Ricardo Caferra,978-2-7462-2600-5,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=304
Intelligence  artificielle  Une approche ludique,Tristan CAZENAVE,978-2-7298-6408-8,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=297
Face Recognition System Attendance System using Raspberry Pi,"Evanjalin A.B., Christy D., Karthika N. & Reshma R.S.",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=291
Real-Time Group Face-Detection for an Intelligent Class-Attendance System,"Abdelfatah Aref Tamimi, Omaima N. A. AL-Allaf, Mohammad A. Alia",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=290
Face Recognition for Attendance Management System Using  Multiple Sensors,Dulyawit Prangchumpol,,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=289
Automatic Student Attendance System using  Face Recognition,"Partha Chakraborty, Chowdhury Shahriar Muzammel, Mahmuda Khatun, Sk. Fahmida Islam, Saifur Rahman",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=275
An Automatic Attendance System Using Image processing,"Aziza Ahmedi , Dr Suvarna Nandyal",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=274
Face recognition attendance system using Local Binary  Pattern (LBP),"Shamsul J. Elias, Shahirah Mohamed Hatim, Nur Anisah Hassan, Lily Marlia Abd Latif, R. Badlishah Ahmad, Mohamad Yusof Darus, Ahmad Zambri Shahuddin",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=273
Efficient Real Time Attendance System Based on Face Detection  Case Study “MEDIU Staff”,"HUDA.H.Mady, Shadi M.S. Hilles",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=272
Smart Attendance System Using CNN,"Rajat Kumar Chauhan, Vivekanand Pandey, Lokanath M",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=271
SMART ATTENDANCE MONITORING SYSTEM (SAMS): A FACE  RECOGNITION BASED ATTENDANCE SYSTEM FOR CLASSROOM  ENVIRONMENT,"MR.G. KARUNAKAR, CH. ASHA SAI, K.V.S.M CHANDANA SREE,   K. ANIL KUMAR",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=270
Face Recognition based smart attendance system using IOT,"Sakshi Patel, Prateek Kumar, Shelesh Garg, Ravi Kumar",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=269
Smart Attendance System Using Face  Recognition,"Dr.R.S. Sabeenian, S. Aravind, P. Arunkumar, P. Harrish Joshua, G. Eswarraj,",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=268
REAL TIME SMART ATTENDANCE MONITORING MODEL BASED ON  FACE RECOGNITION,"CH Suresh Kumar Raju, K Shivani Reddy, A Vinay, M Sangeetha",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=267
Face Recognition Smart Attendance System  using Deep Transfer Learning,"Khawla Alhanaeea, Mitha Alhammadia, Nahla Almenhalia, Maad Shatnawi",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=266
Machine Learning. Le guide ultime du débutant pour comprendre l'apprentissage machine,Sabastian DARK,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=24
Machine Learning For Dummies,John Paul Mueller and Luca Massaron,F 978-1-119-24575-9,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=23
Introduction au Machine Learning,Chloé-Agathe Azencott,978-2-10-080450-4,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=14
Introduction au Deep Learning,Eugene Charniak,978-2-10-082578-3,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=13
"Hands-on Machine Learning with Scikit-Learn, Keras, and TensorFlow. Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,978-1-492-03264-9,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=12
Big Data et Machine learning. Manuel du data scientist,"Pirmin Lemberger, Marc Batty, Médéric Morel, Jean-Luc Raffaëlli",978-2-10-072392-8,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=6
Apprendre le machine learning,Guillaume Saint-Cirgue,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3
Smart Attendance System Using Face  Recognition,"Dr.R.S. Sabeenian, S. Aravind, P. Arunkumar, P. Harrish Joshua, G. Eswarraj,",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=268
REAL TIME SMART ATTENDANCE MONITORING MODEL BASED ON  FACE RECOGNITION,"CH Suresh Kumar Raju, K Shivani Reddy, A Vinay, M Sangeetha",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=267
Face Recognition Smart Attendance System  using Deep Transfer Learning,"Khawla Alhanaeea, Mitha Alhammadia, Nahla Almenhalia, Maad Shatnawi",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=266
Machine Learning. Le guide ultime du débutant pour comprendre l'apprentissage machine,Sabastian DARK,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=24
Machine Learning For Dummies,John Paul Mueller and Luca Massaron,F 978-1-119-24575-9,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=23
Introduction au Machine Learning,Chloé-Agathe Azencott,978-2-10-080450-4,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=14
Introduction au Deep Learning,Eugene Charniak,978-2-10-082578-3,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=13
"Hands-on Machine Learning with Scikit-Learn, Keras, and TensorFlow. Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,978-1-492-03264-9,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=12
Big Data et Machine learning. Manuel du data scientist,"Pirmin Lemberger, Marc Batty, Médéric Morel, Jean-Luc Raffaëlli",978-2-10-072392-8,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=6
Apprendre le machine learning,Guillaume Saint-Cirgue,-,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3
Smart Attendance System Using Face  Recognition,"Dr.R.S. Sabeenian, S. Aravind, P. Arunkumar, P. Harrish Joshua, G. Eswarraj,",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=268
REAL TIME SMART ATTENDANCE MONITORING MODEL BASED ON  FACE RECOGNITION,"CH Suresh Kumar Raju, K Shivani Reddy, A Vinay, M Sangeetha",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=267
Face Recognition Smart Attendance System  using Deep Transfer Learning,"Khawla Alhanaeea, Mitha Alhammadia, Nahla Almenhalia, Maad Shatnawi",,Intelligence Artificielle,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=266
